Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
EYPT;232734;USD;2019;FY;2019-12-31;2019-12-31;2021-03-12;10430700;10430700;-56793000;2604000;10026000;-12536000;;;;;-56699000;-213000;;;-213000;;27284000;23041000;33864000;-23047000
EYPT;232734;USD;2020;FY;2020-12-31;2021-02-05;2022-03-14;24735000;24735000;-45394000;2649000;8174000;20136000;;;;;-14435000;-362000;;;-362000;;-12630000;50212000;37492000;22695000
EYPT;232734;USD;2021;FY;2021-12-31;2022-03-14;2022-03-14;28766000;28766000;-58417000;2771000;7288000;-1739000;;;;;-50097000;-156000;-32965000;;-33121000;;-146000;217198000;216902000;133684000
F;249937;USD;2017;FY;2017-12-31;2018-03-28;2019-02-21;3980104712;4001052632;7757000000;8453000000;-100000000;1986000000;;;;;18096000000;-7049000000;2331000000;-59354000000;-19360000000;-2584000000;-39541000000;-131000000;3394000000;2619000000
F;249937;USD;2018;FY;2018-12-31;2019-02-21;2021-02-05;3974000000;3998000000;3695000000;8413000000;1591000000;1323000000;;;;;15022000000;-7785000000;3387000000;-62924000000;-16261000000;-2905000000;3139000000;-164000000;-122000000;-1731000000
F;249937;USD;2019;FY;2019-12-31;2020-02-05;2022-02-04;3972000000;4004000000;84000000;8490000000;2736000000;6329000000;;;;;17639000000;-7632000000;-543000000;-55576000000;-13721000000;-2389000000;-277000000;-237000000;-3129000000;834000000
F;249937;USD;2020;FY;2020-12-31;2021-02-05;2023-02-03;3973000000;3973000000;-1276000000;7457000000;-982000000;19070000000;;;;;24269000000;;-7229000000;-54561000000;-18615000000;-596000000;3095000000;;2315000000;8194000000
F;249937;USD;2021;FY;2021-12-31;2022-02-04;2023-02-03;3995000000;4036000000;17910000000;5960000000;-12550000000;4467000000;;;;;15787000000;;5738000000;-48234000000;2745000000;-403000000;-22990000000;;-23498000000;-5198000000
FANG;896740;USD;2017;FY;2017-12-31;2018-02-15;2019-02-25;97458000;97688000;516757000;326759000;93932000;-48823000;;;;;888625000;-2778452000;0;-188000;-3132282000;0;370000000;370702000;689529000;-1554128000
FANG;896740;USD;2018;FY;2018-12-31;2019-02-25;2021-02-25;104622000;104929000;945000000;623000000;-9000000;6000000;;;;;1565000000;-1483000000;;-1811000000;-3503000000;-37000000;2218000000;;2041000000;103000000
FANG;896740;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;163493000;163843000;315000000;1454000000;1137000000;-167000000;;;;;2739000000;-720000000;;;-3888000000;-112000000;846000000;1106000000;1062000000;-87000000
FANG;896740;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;157976000;157976000;-4672000000;1311000000;5382000000;97000000;;;;;2118000000;-262000000;;;-2101000000;-236000000;448000000;;-37000000;-20000000
FANG;896740;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;181027000;182149000;2276000000;1275000000;357000000;36000000;;;;;3944000000;-22000000;;;-1539000000;-312000000;-878000000;;-1841000000;564000000
FARM;968243;USD;2017;FY;2017-06-30;2017-09-28;2019-09-11;16668745;16785752;22551000;22970000;-17556000;14147000;;;;;42112000;-41117000;;-25853000;-106724000;;-9693000;688000;49758000;-14854000
FARM;968243;USD;2018;FY;2018-06-30;2018-09-13;2019-09-11;16815020;16815020;-18280000;30464000;20916000;-24245000;;;;;8855000;-33455000;;-39608000;-74640000;;61219000;1342000;61982000;-3803000
FARM;968243;USD;2019;FY;2019-06-30;2019-09-11;2021-09-10;16996354;16996354;-73595000;31065000;68473000;9507000;;;;;35450000;-32361000;;;-32361000;;1998000;507000;1456000;4545000
FARM;968243;USD;2020;FY;2020-06-30;2020-09-11;2022-09-02;17205849;17205849;-37087000;29896000;26239000;-17593000;;;;;1455000;21917000;;;21917000;;29947000;129000;29658000;53030000
FARM;968243;USD;2021;FY;2021-06-30;2021-09-10;2022-09-02;17569026;17569026;-41651000;27625000;-6570000;19110000;;;;;-1486000;-10696000;;;-10696000;;-31105000;;-37393000;-49575000
FARO;740727;USD;2017;FY;2017-12-31;2018-02-21;2019-02-21;16711534;16711534;-14516000;16588000;7265000;1018000;;;;;10355000;-11347000;32000000;-5596000;15057000;;-108000;3594000;2965000;34791000
FARO;740727;USD;2018;FY;2018-12-31;2019-02-21;2021-02-17;17043167;17348456;4930000;18313000;15165000;-32085000;;;;;6323000;-11021000;-14000000;-27067000;-55774000;;-157000;20855000;19810000;-32177000
FARO;740727;USD;2019;FY;2019-12-31;2020-02-19;2022-02-16;17383415;17383415;-62147000;18516000;58712000;17387000;;;;;32468000;-6675000;0;;-9342000;;-358000;7901000;2243000;24851000
FARO;740727;USD;2020;FY;2020-12-31;2021-02-17;2022-02-16;17769958;17926324;629000;14239000;-17958000;24484000;;;;;21394000;-4774000;25000000;-6036000;13907000;;-338000;14731000;11058000;51999000
FARO;740727;USD;2021;FY;2021-12-31;2022-02-16;2022-02-16;18194960;18194960;-39964000;13396000;38853000;-25761000;;;;;-13476000;-7035000;;-33800000;-45740000;;-296000;5880000;1582000;-63644000
FAST;339017;USD;2017;FY;2017-12-31;2018-02-05;2018-02-05;576416870;576685466;578600000;127400000;-17600000;-103200000;;;;;585200000;-112500000;;-58700000;-179300000;-369100000;35000000;-73100000;-407200000;4200000
FAST;339017;USD;2018;FY;2018-12-31;2019-02-06;2021-02-08;573933834;574325528;751900000;134100000;50599999;-262400000;;;;;674199999;-166800000;;-3700000;-173900000;-441900000;85000000;-89600000;-446500000;50299999
FAST;339017;USD;2019;FY;2019-12-31;2020-02-06;2022-02-07;573200000;574400000;790900000;148699999;25000000;-121900000;;;;;842699999;-239800000;;;-239700000;-498600000;-155000000;58500000;-595100000;7699999
FAST;339017;USD;2020;FY;2020-12-31;2021-02-08;2023-02-07;573800000;575700000;859100000;162400000;14700000;65600000;;;;;1101800000;-157500000;;-125000000;-281700000;-803400000;60000000;-11000000;-754400000;70800000
FAST;339017;USD;2021;FY;2021-12-31;2022-02-07;2023-02-07;575000000;577300000;925000000;170700000;-6700000;-318900000;;;;;770100000;-148200000;;;-148500000;-643700000;-15000000;31600000;-627100000;-9500000
FATE;1872622;USD;2017;FY;2017-12-31;2018-03-05;2020-03-02;97023506;97023506;-42952000;971000;5186000;-22000;;;;;-36817000;-1725000;-8471000;;-10196000;;4108000;43346000;47356000;343000
FATE;1872622;USD;2018;FY;2018-12-31;2019-03-05;2021-02-24;97023506;97023506;-66598000;1204000;12741000;14003000;;;;;-38650000;-2303000;1840000;;-463000;;3510000;137270000;140780000;101667000
FATE;1872622;USD;2019;FY;2019-12-31;2020-03-02;2022-02-28;97023506;97023506;-98149000;2193000;17667000;-4886000;;;;;-83175000;-7395000;-150058000;;-157453000;;-15000000;164928000;149928000;-90700000
FATE;1872622;USD;2020;FY;2020-12-31;2021-02-24;2022-02-28;97023506;97023506;-173387000;3087000;83241000;47830000;;;;;-39229000;-4932000;-156144000;;-161076000;;490000;232373000;282838000;82533000
FATE;1872622;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;97023506;97023506;-212151000;5850000;59892000;-16461000;;;;;-162870000;-50704000;-273319000;;-324023000;;;453129000;453129000;-33764000
FBHS;378152;USD;2017;FY;2017-12-31;2018-02-28;2018-02-28;153200000;155800000;472700000;130300000;44400000;-47100000;;;;;600300000;-164600000;;-123100000;-287700000;-110300000;75000000;-186300000;-250100000;71500000
FBHS;378152;USD;2018;FY;2018-12-31;2019-02-25;2021-02-24;144600000;146400000;389800000;149600000;108800000;-44200000;;;;;604000000;-144000000;-28700000;-465600000;-634300000;-115200000;826200000;-689700000;-6800000;-52300000
FBHS;378152;USD;2019;FY;2019-12-31;2020-02-26;2022-02-28;139900000;141300000;431300000;152700000;139200000;-86000000;;;;;637200000;-127600000;;;-127600000;-123000000;-150700000;-82700000;-389700000;124200000
FBHS;378152;USD;2020;FY;2020-12-31;2021-02-24;2022-02-28;138700000;140200000;554400000;163500000;100000000;7800000;;;;;825700000;-148900000;-59400000;-715200000;-923500000;-133300000;385000000;-122700000;111600000;30100000
FBHS;378152;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;138660154;138660154;772400000;189099999;105400000;-378200000;;;;;688699999;-212300000;;5200000;-207100000;-143000000;135000000;-405900000;-428600000;51099999
FBIO;3241649;USD;2020;FY;2020-12-31;2021-03-31;2022-03-28;72005181;72005181;-102985000;2280000;21804000;-4781000;;;;;-83682000;-7164000;;;-7164000;;8514000;46034000;172410000;81564000
FBIO;3241649;USD;2021;FY;2021-12-31;2022-03-28;2022-03-28;72005181;72005181;-164826000;2628000;9285000;36373000;;;;;-116540000;40514000;;;40514000;;-15687000;9363000;148994000;72968000
FBRX;809598;USD;2017;FY;2017-12-31;2018-03-09;2020-02-27;974328;974328;-38929000;292000;4985000;2519000;;;;;-31133000;-635000;-27072000;;-27707000;;138000;89125000;89263000;30423000
FBRX;809598;USD;2018;FY;2018-12-31;2019-02-27;2020-02-27;1337971;1337971;-48955000;625000;7783000;6078000;;;;;-34469000;-1968000;-2222000;;-4190000;;23325000;28861000;43539000;4880000
FBRX;809598;USD;2019;FY;2019-12-31;2020-02-27;2021-03-16;1576149;1576149;-4069000;11000;36000;1251000;;;;;-2771000;-162000;;;-162000;;4856000;;4856000;1923000
FBRX;809598;USD;2020;FY;2020-12-31;2021-03-16;2022-03-31;7358931;7358931;-46487000;54000;31841000;-3831000;;;;;-18423000;;;3582000;3582000;;;66956000;66667000;51826000
FBRX;809598;USD;2021;FY;2021-12-31;2022-03-31;2022-03-31;7358931;7358931;-21708000;36000;4275000;720000;;;;;-16677000;;;;;;;62000;-44000;-16721000
FC;702498;USD;2017;FY;2017-08-31;2017-11-14;2017-11-14;13819000;13819000;-7172000;7443000;-295000;17381000;;;;;17357000;-7937000;;-7272000;-21675000;;7715000;-4749000;3134000;-1532000
FC;702498;USD;2018;FY;2018-08-31;2018-11-14;2020-11-16;13849000;13849000;-5887000;10525000;6605000;5618000;;;;;16861000;-6528000;;-1108000;-10634000;;-3481000;-1198000;-4679000;1229000
FC;702498;USD;2019;FY;2019-08-31;2019-12-02;2021-11-12;13948000;13948000;-1023000;11359000;10026000;10090000;;;;;30452000;-4153000;;-32000;-6873000;;-6242000;963000;-5932000;17546000
FC;702498;USD;2020;FY;2020-08-31;2020-11-16;2022-11-14;13892000;13892000;-9435000;11270000;12752000;12976000;;;;;27563000;-4183000;;;-11865000;;-2335000;-12925000;-16557000;-562000
FC;702498;USD;2021;FY;2021-08-31;2021-11-12;2022-11-14;14246000;14312000;13623000;11196000;3468000;17890000;;;;;46177000;-1602000;;-10209000;-14315000;;-7600000;-1898000;-11479000;20280000
FCEL;197812;USD;2017;FY;2017-10-31;2018-01-11;2019-01-10;4157912;4157912;-53903000;8518000;11678000;-38138000;;;;;-71845000;-12351000;;;-31444000;;-8571000;67348000;72292000;-30868000
FCEL;197812;USD;2018;FY;2018-10-31;2019-01-10;2021-01-21;6893431;6893431;-47334000;8648000;6757000;48251000;;;;;16322000;-10028000;;;-51260000;;-16616000;35772000;27717000;-7209000
FCEL;197812;USD;2019;FY;2019-10-31;2020-01-22;2021-12-29;55081266;55081266;-77568000;12353000;30396000;4247000;;;;;-30572000;-2151000;;-35474000;-69300000;;21201000;43596000;59655000;-40461000
FCEL;197812;USD;2020;FY;2020-10-31;2021-01-21;2022-12-20;221960288;221960288;-89107000;19377000;48088000;-15139000;;;;;-36781000;-382000;;-611000;-32520000;;57640000;173199000;221667000;152274000
FCEL;197812;USD;2021;FY;2021-10-31;2021-12-29;2022-12-20;323983465;323983465;-101025000;19872000;42656000;-31941000;;;;;-70438000;-6353000;;;-73230000;;-114008000;526818000;411908000;268160000
FCFS;1067474;USD;2017;FY;2017-12-31;2018-02-20;2020-02-03;47854000;47888000;143892000;55233000;16275000;4957000;;;;;220357000;-37135000;;-2203000;1397000;-36836000;-63895000;-91433000;-197506000;24468000
FCFS;1067474;USD;2018;FY;2018-12-31;2019-02-05;2021-02-01;44777000;44884000;153206000;42961000;25793000;21469000;;;;;243429000;-55673000;;-113699000;-159247000;-40853000;188000000;-273260000;-127061000;-42630000
FCFS;1067474;USD;2019;FY;2019-12-31;2020-02-03;2022-02-28;43020000;43208000;164618000;41904000;19513000;5561000;;;;;231596000;-118972000;;-52487000;-137053000;-43952000;40000000;-115705000;-120806000;-25266000
FCFS;1067474;USD;2020;FY;2020-12-31;2021-02-01;2023-02-06;41502000;41600000;106579000;42105000;40442000;33138000;;;;;222264000;-83045000;;-44315000;-20352000;-44752000;-15508000;-105830000;-186502000;19323000
FCFS;1067474;USD;2021;FY;2021-12-31;2022-02-28;2023-02-06;40453000;40516000;124909000;58732000;56147000;-16484000;;;;;223304000;-121529000;;-543924000;-744637000;-47533000;686000000;-49230000;576993000;54196000
FCN;1057788;USD;2017;FY;2017-12-31;2018-02-22;2020-02-25;38697000;39192000;107962000;31177000;-4714000;13200000;;;;;147625000;-32004000;;-8929000;-40638000;;30000000;-168598000;-140934000;-26197000
FCN;1057788;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;37098000;38318000;150611000;31536000;65187000;-16662000;;;;;230672000;-32270000;;50283000;18744000;;-99899000;-17263000;-117519000;122108000
FCN;1057788;USD;2019;FY;2019-12-31;2020-02-25;2022-02-24;36774000;38111000;216726000;30153000;56309000;-85302000;;;;;217886000;-41815000;;-18791000;-60606000;;0;-105797000;-103311000;57304000
FCN;1057788;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;35602000;37149000;210682000;32661000;60703000;23023000;;;;;327069000;-34849000;;-25271000;-60120000;;0;-353593000;-360053000;-74420000
FCN;1057788;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;33495000;35362000;234966000;34269000;66360000;19888000;;;;;355483000;-68665000;;-10428000;-79093000;;0;-46133000;-61674000;199532000
FCPT;623532;USD;2017;FY;2017-12-31;2018-02-27;2019-02-20;60627423;60695834;71892000;21547000;-5680000;-8850000;;;;;78909000;-79467000;;;-80414000;-58695000;77695000;32145000;44197000;42692000
FCPT;623532;USD;2018;FY;2018-12-31;2019-02-20;2021-02-19;64041255;64388929;82929000;23884000;-9634000;-16296000;;;;;80883000;-247127000;;;-247046000;-69494000;196325000;65533000;190034000;23871000
FCPT;623532;USD;2019;FY;2019-12-31;2020-02-27;2022-02-23;68430841;68632010;72939000;26312000;5810000;-388000;;;;;104673000;-205154000;;;-207353000;-78488000;52000000;47233000;14521000;-88159000
FCPT;623532;USD;2020;FY;2020-12-31;2021-02-19;2022-02-23;71312326;71609068;77567000;29433000;6804000;-22346000;;;;;91458000;-230533000;;;-229073000;-86328000;83000000;151746000;143596000;5981000
FCPT;623532;USD;2021;FY;2021-12-31;2022-02-23;2022-02-23;76250614;76360526;85745000;34826000;7140000;-5295000;;;;;122416000;-265046000;;;-264917000;-96903000;126000000;116506000;137737000;-4764000
FCX;378154;USD;2017;FY;2017-12-31;2018-02-20;2019-02-15;1447000000;1454000000;2095000000;1714000000;-323000000;1180000000;;;;;4666000000;-1410000000;;0;-1321000000;-2000000;-2857000000;0;-3055000000;290000000
FCX;378154;USD;2018;FY;2018-12-31;2019-02-15;2021-02-16;1449000000;1458000000;2894000000;1754000000;-291000000;-494000000;;;;;3863000000;-1971000000;;-3500000000;-5018000000;;-2085000000;-218000000;900000000;-255000000
FCX;378154;USD;2019;FY;2019-12-31;2020-02-14;2022-02-15;1451000000;1451000000;-189000000;1412000000;-90000000;349000000;;;;;1482000000;-591000000;;-1369000000;-2103000000;;-1318000000;-289000000;-1556000000;-2177000000
FCX;378154;USD;2020;FY;2020-12-31;2021-02-16;2022-02-15;1453000000;1461000000;865000000;1528000000;-41000000;665000000;;;;;3017000000;-31000000;;-1161000000;-1264000000;;-193000000;-22000000;-128000000;1625000000
FCX;378154;USD;2021;FY;2021-12-31;2022-02-15;2022-02-15;1468473516;1482000000;5365000000;1998000000;-403000000;755000000;;;;;7715000000;-485000000;;-1329000000;-1964000000;;-260000000;-609000000;-1340000000;4411000000
FDC;520475;USD;2017;FY;2017-12-31;2018-02-21;2019-02-27;916000000;940000000;1664000000;1073000000;-360000000;-330000000;;;;;2047000000;-518000000;;-1519000000;-1952000000;;382000000;50000000;9000000;111000000
FDC;520475;USD;2018;FY;2018-12-31;2019-02-27;2019-02-27;929000000;957000000;1198000000;1090000000;472000000;-453000000;;;;;2307000000;-603000000;;532000000;-99000000;;-1681000000;68000000;-2124000000;58000000
FDS;91248;USD;2017;FY;2017-08-31;2017-10-30;2018-10-30;39444000;39642000;258259000;48294000;30013000;-16041000;;;;;320525000;-36862000;-30757000;-303086000;-347306000;-80898000;275000000;-210933000;-8161000;-33678000
FDS;91248;USD;2018;FY;2018-08-31;2018-10-30;2020-10-29;38733000;39377000;267085000;57285000;18209000;43089000;;;;;385668000;-33520000;-12470000;-15000000;-48531000;-89408000;;-232345000;-320037000;13892000
FDS;91248;USD;2019;FY;2019-08-31;2019-10-30;2020-10-29;38144000;38873000;352790000;60463000;26491000;-12608000;;;;;427136000;-59370000;-11135000;;-56100000;-100052000;0;-113321000;-214274000;151176000
FDS;91248;USD;2020;FY;2020-08-31;2020-10-29;2021-10-22;37936000;38646000;372938000;57614000;106890000;-31602000;;;;;505840000;-77642000;-2736000;;-73632000;-110439000;;-104105000;-218075000;225806000
FDS;91248;USD;2021;FY;2021-08-31;2021-10-22;2022-10-21;37856000;38570000;399590000;64476000;83309000;7851000;;;;;555226000;-61325000;-18787000;-58056000;-135992000;-117927000;;-200525000;-322711000;96260000
FDX;259098;USD;2017;FY;2017-05-31;2017-07-17;2018-07-16;266000000;270000000;2997000000;2995000000;1140000000;-2202000000;;;;;4930000000;-5116000000;;;-4981000000;-426000000;1108000000;-172000000;528000000;435000000
FDX;259098;USD;2018;FY;2018-05-31;2018-07-16;2018-07-16;267000000;272000000;4572000000;3095000000;467000000;-3460000000;;;;;4674000000;-5663000000;;-56000000;-5677000000;-535000000;1442000000;-690000000;227000000;-704000000
FDX;259098;USD;2019;FY;2019-05-31;2019-08-15;2021-07-19;262000000;265000000;540000000;3353000000;4211000000;-2491000000;;;;;5613000000;-5490000000;;-66000000;-5473000000;-683000000;1027000000;-1379000000;-1039000000;-946000000
FDX;259098;USD;2020;FY;2020-05-31;2020-07-20;2022-07-18;261000000;262000000;1286000000;3615000000;4288000000;-4092000000;;;;;5097000000;-5868000000;;;-5846000000;-679000000;4008000000;61000000;3381000000;2562000000
FDX;259098;USD;2021;FY;2021-05-31;2021-07-19;2022-07-18;263000000;267000000;5231000000;3793000000;2983000000;-1872000000;;;;;10135000000;-5884000000;;-228000000;-6010000000;-686000000;-2106000000;740000000;-2090000000;2206000000
FE;422040;USD;2017;FY;2017-12-31;2018-02-20;2020-02-10;444000000;444000000;-1724000000;1700000000;3448000000;384000000;;;;;3808000000;-2587000000;-98000000;388000000;-2723000000;-639000000;9000000;;-702000000;383000000
FE;422040;USD;2018;FY;2018-12-31;2019-02-19;2021-02-18;492000000;494000000;1348000000;1384000000;-1151000000;-171000000;;;;;1410000000;-2675000000;-54000000;425000000;-3018000000;-772000000;-184000000;2466000000;1394000000;-214000000
FE;422040;USD;2019;FY;2019-12-31;2020-02-10;2022-02-16;535000000;542000000;912000000;1217000000;234000000;104000000;;;;;2467000000;-2665000000;-38000000;;-2873000000;-820000000;1511000000;;656000000;250000000
FE;422040;USD;2020;FY;2020-12-31;2021-02-18;2022-02-16;542000000;543000000;1079000000;1199000000;217000000;-1072000000;;;;;1423000000;-2657000000;-22000000;;-2908000000;-845000000;3511000000;;2607000000;1122000000
FE;422040;USD;2021;FY;2021-12-31;2022-02-16;2022-02-16;544000000;545000000;1283000000;1601000000;-476000000;403000000;;;;;2811000000;-2445000000;-11000000;155000000;-2559000000;-849000000;-632000000;1000000000;-542000000;-290000000
FEIM;118109;USD;2017;FY;2017-04-30;2017-08-28;2018-07-30;8787082;8787082;-4821000;2638000;8620000;-2931000;;;;;3888000;0;3822000;;-1451000;;-6000000;;-6671000;-3344000
FEIM;118109;USD;2018;FY;2018-04-30;2018-08-28;2019-07-26;8841000;8841000;-23777000;2484000;15949000;8635000;;;;;4533000;188000;1516000;;341000;;;;;5131000
FEIM;118109;USD;2019;FY;2019-04-30;2019-07-26;2019-07-26;8916000;8916000;-2529000;2802000;851000;-4299000;;;;;-97000;0;-1893000;;-4660000;;;;;-4151000
FEIM;118109;USD;2020;FY;2020-04-30;2020-07-29;2021-06-30;9074000;9074000;-10026000;3319000;3115000;2185000;;;;;-1407000;-1483000;-1950000;;-3433000;;4965000;;4965000;125000
FEIM;118109;USD;2021;FY;2021-04-30;2021-06-30;2022-07-14;9164714;9164713;680000;3301000;1381000;6795000;;;;;12157000;-1239000;46000;;-1193000;;-4965000;;-4965000;5999000
FELE;124153;USD;2017;FY;2017-12-31;2018-02-27;2018-02-27;46500000;47000000;78593000;38506000;11543000;-56723000;;;;;71919000;-33273000;;-56948000;-89866000;-20289000;1882000;876000;-22578000;-37098000
FELE;124153;USD;2018;FY;2018-12-31;2019-02-28;2021-02-24;46600000;47000000;105517000;38604000;4303000;-19989000;;;;;128435000;-21708000;;-44971000;-66292000;-22612000;-18985000;-25189000;-66786000;-8060000
FELE;124153;USD;2019;FY;2019-12-31;2020-02-25;2022-02-25;46400000;46800000;95999000;36977000;20622000;24078000;;;;;177676000;-20989000;;-20827000;-41806000;-27671000;-90943000;-7547000;-126648000;5232000
FELE;124153;USD;2020;FY;2020-12-31;2021-02-24;2022-02-25;46200000;46700000;101157000;36488000;20130000;54079000;;;;;211854000;-22822000;;-55915000;-78811000;-29675000;-21073000;-15832000;-66580000;66382000
FELE;124153;USD;2021;FY;2021-12-31;2022-02-25;2022-02-25;46638384;47000000;154975000;44572000;21183000;-90967000;;;;;129763000;-29137000;;-235701000;-264805000;-33398000;94716000;-10425000;50893000;-90251000
FET;124637;USD;2017;FY;2017-12-31;2018-02-27;2018-02-27;4934450;4934450;-59400000;65129000;113003000;-38373000;;;;;80359000;-24738000;;-162189000;-308360000;;106244000;-3251000;100563000;-119206000
FET;124637;USD;2018;FY;2018-12-31;2019-02-28;2019-02-28;5438550;5438550;-374080000;74508000;377285000;-75306000;;;;;2407000;-14785000;;-60622000;-75407000;;9050000;-2528000;6522000;-67975000
FET;124637;USD;2019;FY;2019-12-31;2020-02-25;2021-03-02;5505000;5505000;-567057000;63241000;544487000;63473000;;;;;104144000;-14619000;;;28135000;;-121097000;-1094000;-122191000;10670000
FET;124637;USD;2020;FY;2020-12-31;2021-03-02;2022-03-04;5577000;5577000;-96889000;51000000;-7568000;57340000;;;;;3883000;3046000;;105204000;108250000;;8447000;-195000;-41765000;70706000
FET;124637;USD;2021;FY;2021-12-31;2022-03-04;2022-03-04;5661000;5661000;-82651000;42176000;31405000;-6705000;;;;;-15775000;4608000;;-4694000;10698000;;-14643000;-1414000;-76243000;-81759000
FF;824527;USD;2017;FY;2017-12-31;2018-03-16;2018-03-16;43676171;43685579;23511000;11617000;-9407000;13626000;;;;;39347000;-3577000;-7705000;;-13183000;-110688000;;0;-110809000;-84645000
FF;824527;USD;2018;FY;2018-12-31;2019-03-15;2021-03-16;43725333;43731192;53158000;11227000;9198000;12030000;;;;;85613000;-4845000;28571000;;25406000;-10498000;;;-10674000;100345000
FF;824527;USD;2019;FY;2019-12-31;2020-03-13;2022-03-15;43743243;43744676;88181000;12087000;-9611000;-56019000;;;;;34638000;-6958000;11288000;;4219000;-10498000;;;-10498000;28359000
FF;824527;USD;2020;FY;2020-12-31;2021-03-16;2022-03-15;43743243;43744150;46564000;11150000;3606000;35083000;;;;;96403000;-4414000;4730000;;474000;-141728000;0;;-142086000;-45209000
FF;824527;USD;2021;FY;2021-12-31;2022-03-15;2022-03-15;43763243;43763243;26255000;10452000;-8322000;15699000;;;;;44084000;-1363000;17106000;;14993000;-119906000;;231000;-119678000;-60601000
FFIV;60283;USD;2017;FY;2017-09-30;2017-11-03;2018-11-21;64173000;64775000;420761000;61148000;170627000;87745000;-24115000;4218000;;107642000;740281000;-42681000;10469000;;-32285000;;;-553051000;-546032000;158657000
FFIV;60283;USD;2018;FY;2018-09-30;2018-11-21;2020-11-19;61262000;62013000;453689000;59491000;179859000;68029000;-4889000;-734000;;73652000;761068000;-52465000;-403558000;;-456023000;;;-551263000;-551263000;-248558000
FFIV;60283;USD;2019;FY;2019-09-30;2019-11-15;2021-11-16;60044000;60456000;427734000;68507000;186500000;65100000;-18305000;-3832000;;87237000;747841000;-103542000;300458000;-611550000;-414634000;;;-155447000;-155447000;176360000
FFIV;60283;USD;2020;FY;2020-09-30;2020-11-19;2022-11-15;60911000;61378000;307441000;95857000;260175000;-2575000;;;;;660898000;-59940000;268512000;-955574000;-747002000;;390000000;-47181000;337243000;251139000
FFIV;60283;USD;2021;FY;2021-09-30;2021-11-16;2022-11-15;60768000;62064000;331241000;115424000;246159000;-47628000;;;;;645196000;-30651000;-3365000;-411319000;-445335000;;-20000000;-434248000;-468280000;-268419000
FGEN;781665;USD;2017;FY;2017-12-31;2018-02-27;2018-02-27;72987000;72987000;-126203000;6099000;39245000;14346000;;;;;-66513000;-8495000;78361000;;69866000;;-403000;34910000;496472000;499876000
FGEN;781665;USD;2018;FY;2018-12-31;2019-02-27;2021-03-01;84062000;84062000;-86420000;6562000;52112000;-48398000;;;;;-76144000;-7836000;-514287000;;-522123000;;-360000;29847000;13875000;-584400000
FGEN;781665;USD;2019;FY;2019-12-31;2020-03-02;2022-03-04;86633000;86633000;-76970000;11147000;72777000;-85659000;;;;;-78705000;-5755000;125773000;;120018000;;-12328000;20778000;-4300000;37008000
FGEN;781665;USD;2020;FY;2020-12-31;2021-03-01;2022-03-04;89854000;89854000;-189291000;11678000;84585000;174630000;;;;;81602000;-3994000;459314000;;452487000;;-13023000;37829000;13343000;552127000
FGEN;781665;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;92644000;92808000;-290023000;10170000;137538000;60083000;;;;;-82232000;-5186000;-396786000;;-426972000;;-5892000;12701000;-563000;-507170000
FGP;825012;USD;2017;FY;2017-07-31;2017-09-28;2019-10-15;97229500;97229500;-54501000;103351000;37899000;40539000;;;;;127288000;-41962000;;-3539000;-45538000;-79733000;20062000;-15851000;-80955000;795000
FGP;825012;USD;2018;FY;2018-07-31;2018-09-27;2020-10-15;97152700;97152700;-256825000;101795000;230933000;-1755000;;;;;74148000;67668000;;-18141000;49527000;-39254000;48381000;;-10124000;113551000
FGP;825012;USD;2019;FY;2019-07-31;2019-10-15;2021-10-15;97152700;97152700;-64545000;78846000;31025000;-30251000;;;;;15075000;-103123000;;-13551000;-124327000;-9814000;11772000;;995000;-108257000
FGP;825012;USD;2020;FY;2020-07-31;2020-10-15;2022-09-30;97152700;97152700;-83002000;80481000;79935000;52944000;;;;;130358000;-65983000;;-10195000;-71296000;;596756000;;263645000;322707000
FGP;825012;USD;2021;FY;2021-07-31;2021-10-15;2022-09-30;97152700;97152700;-69113000;85382000;120886000;69273000;;;;;206428000;-54147000;;-6567000;-60953000;-8011000;1472880000;;-197284000;-51809000
FHI;821505;USD;2017;FY;2017-12-31;2018-02-23;2019-02-22;97411000;97412000;294901000;10637000;94241000;-12404000;;;;;387375000;-9799000;;-4352000;1000000;-101511000;-21250000;-47343000;-176921000;211454000
